Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/22  06:00:00,780057.058,103884756.9,468889296.9
 01/22  07:00:00,572980.2311,121953696.2,491805951.8
 01/22  08:00:00,495270.8793,127561642.5,488616251.8
 01/22  09:00:00,157599.7871,99598864.25,475544240.2
 01/22  10:00:00,0,88216982.34,438446664.4
 01/22  11:00:00,0,76515311.17,397810347.3
 01/22  12:00:00,0,75221771.83,338443795.1
 01/22  13:00:00,0,73590306.16,302997145.8
 01/22  14:00:00,0,70732281.01,264989807.5
 01/22  15:00:00,0,69840619.65,250641768
 01/22  16:00:00,0,74981495.21,260205278.5
 01/22  17:00:00,0,109702699.7,269902688.7
 01/22  18:00:00,0,150872996.2,274413703.7
 01/22  19:00:00,0,158243701.5,263053878.3
 01/22  20:00:00,0,154872794.6,263393129.1
 01/22  21:00:00,0,153627729,267621835.3
 01/22  22:00:00,0,134521613.2,273002889.2
