Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 04/17  18:00:00,127240816.2,0,0,44004270.9,0,83236545.25,0,0.002912999,58595343.09,0,58595343.09
 04/17  19:00:00,127701895.1,0,0,50003615.48,3861600,73747799.95,88879.67925,0.00277751,58099583.08,2180660.25,55918922.83
 04/17  20:00:00,145756534.9,0,0,50538588.88,23169600,71628391.33,419954.6394,0.002540406,61639995.33,10404807.94,51235187.4
 04/17  21:00:00,126514229.5,0,0,38769174.04,23169600,63729202.5,846253.0014,0.002066197,62908402.67,21040686.15,41867716.52
 04/17  22:00:00,102204660.1,0,0,26999759.2,23169600,50531492.12,1503808.787,0.00179522,74193202.03,37678326.01,36514876.02
 04/17  23:00:00,81853220.72,0,0,18440184.77,23169600,37863633.89,2379802.064,0.00098229,80820671.1,60364316.59,20456354.51
 04/17  24:00:00,69199800.76,0,0,14886432.88,23169600,28085665.77,3058102.104,0.000270977,84555694.49,78150546.29,6405148.194
 04/18  01:00:00,68004188.87,0,0,14886432.88,23169600,25966257.16,3981898.831,0.000135411,106669112.3,102943311,3725801.359
 04/18  02:00:00,67757631.7,0,0,14886432.88,23169600,24906552.85,4795045.969,3.38527E-05,126549490.4,124829043.1,1720447.302
 04/18  03:00:00,67896201.48,0,0,14886432.88,23169600,24376700.69,5463467.903,3.38527E-05,144890848.7,143170441.2,1720407.543
 04/18  04:00:00,75853013.94,0,0,19471919.18,23169600,27266590.8,5944903.956,0.000135411,160066160,156341649.1,3724510.944
 04/18  05:00:00,92220149.17,0,0,27381883.05,23169600,35695631.8,5973034.317,0.000914025,175955678.6,156866904.4,19088774.28
