Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/18  12:00:00,0,88595042.44,390136544.9
 01/18  13:00:00,0,85182447.49,335265548
 01/18  14:00:00,0,84176557.26,321518813.4
 01/18  15:00:00,0,84284644.96,332128428.8
 01/18  16:00:00,0,89933655.96,355709452
 01/18  17:00:00,0,117297360,376326263.9
 01/18  18:00:00,0,157520872.3,400470409.8
 01/18  19:00:00,0,165663681.4,429747228
 01/18  20:00:00,0,162422373.2,432278440.5
 01/18  21:00:00,61495.41702,161498038.8,440815001.2
 01/18  22:00:00,886256.0497,144142042.6,466037050.6
 01/18  23:00:00,1475064.681,120956925.7,489061540
 01/18  24:00:00,1742267.548,100775294.8,487607932.9
 01/19  01:00:00,1969428.535,88332161.13,485814457.3
 01/19  02:00:00,2307707.205,87135953.36,496905269
 01/19  03:00:00,2720233.971,87176174.46,511932761
 01/19  04:00:00,2791014.409,86863196.42,515174213.4
 01/19  05:00:00,3066030.774,94971777.44,526999814.3
 01/19  06:00:00,3203342.78,111382744.9,544818284
 01/19  07:00:00,3133421.774,129829139.3,585227169
 01/19  08:00:00,3298729.362,140961582.8,602340608.7
 01/19  09:00:00,3410113.889,123321925.2,612568356.4
 01/19  10:00:00,3058536.595,108361055.4,583553911.9
 01/19  11:00:00,2294176.966,95629456.69,536692887.9
 01/19  12:00:00,1779510.263,94502319.79,493849528.7
 01/19  13:00:00,1204648.98,91133663.61,453452598.3
 01/19  14:00:00,710707.343,89315202.79,430745353.4
 01/19  15:00:00,457718.4723,88383571.28,422232403.3
 01/19  16:00:00,93227.78258,92463188.96,415964435.2
 01/19  17:00:00,325993.839,119926161.3,433137516.3
 01/19  18:00:00,1075679.086,161447041.2,471415308.8
 01/19  19:00:00,1902298.802,170688338.9,508103070.9
 01/19  20:00:00,2984445.927,170064912.8,551576423.2
 01/19  21:00:00,4077872.549,171393755.2,593686312.9
 01/19  22:00:00,5177277.903,154782736.6,633585743.8
 01/19  23:00:00,5664148.098,131499141.9,657201306.8
 01/19  24:00:00,6450062.515,112658866.8,679450758
 01/20  01:00:00,7489798.989,102373715.7,715802974.5
 01/20  02:00:00,7682363.916,100898559.1,722868669.1
