Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/17  14:00:00,7348272.11,104818048.7,723452226.4
 01/17  15:00:00,7541530.961,104886783.9,728856732.9
 01/17  16:00:00,8087989.798,126545211.6,756885266
 01/17  17:00:00,8136410.375,160952566.9,758992474.4
 01/17  18:00:00,8933891.587,178783471.6,795831805.6
 01/17  19:00:00,9156318.807,186024342.8,797322613.9
 01/17  20:00:00,8807204.757,181824027.5,782372433.5
 01/17  21:00:00,8856592.222,180402317.1,778849401.3
 01/17  22:00:00,9643812.757,162704833.7,800772596.9
 01/17  23:00:00,11363441.61,142217923.7,875976443.4
 01/17  24:00:00,12697343.07,124673665.4,923463295.9
 01/18  01:00:00,12815478.91,112083659.9,920138135.3
 01/18  02:00:00,13687124.9,112154596.7,956215570.2
 01/18  03:00:00,13447676.96,110576142.8,943151725.2
 01/18  04:00:00,13011069.83,108991923.5,922802331.3
 01/18  05:00:00,13829627.73,118245641.6,955711812.3
 01/18  06:00:00,14328418.18,135475398.9,990354699.8
 01/18  07:00:00,14422803.88,154444064.8,1046503353
 01/18  08:00:00,14316750.31,164902425.8,1053049779
 01/18  09:00:00,12773089.99,162810416.1,990315094.1
 01/18  10:00:00,11045484.99,148663734.4,904248174.3
 01/18  11:00:00,9931431.97,123824046.8,845094918.7
 01/18  12:00:00,9205990.552,110906767.3,795961033.7
 01/18  13:00:00,9013437.098,108925366.1,779568016.4
 01/18  14:00:00,9450951.28,109470659,796052607.8
 01/18  15:00:00,10240541.88,111038927,829973677.1
 01/18  16:00:00,10962003.79,133213167.9,869084778.5
 01/18  17:00:00,11234351.05,168217116.4,882876410.7
 01/18  18:00:00,11037909.48,183808647.6,880462453.9
 01/18  19:00:00,11407147.11,191337116.8,886955997.7
 01/18  20:00:00,12300952.46,190021135.8,922777871.8
 01/18  21:00:00,11599822.44,186866419.6,888888841.3
 01/18  22:00:00,10500548.28,164692633.5,832049344.2
 01/18  23:00:00,9581596.667,137833354.7,793984653.7
 01/18  24:00:00,8350554.702,113997417.5,728955842
 01/19  01:00:00,7626789.164,99251814.45,687830405.3
 01/19  02:00:00,6565611.457,94724781.32,644058463.8
 01/19  03:00:00,5298555.21,90698619.54,591776662.6
 01/19  04:00:00,4423052.893,88096816,557632649.6
 01/19  05:00:00,3651537.805,93693928.18,529355097.1
 01/19  06:00:00,3187084.144,108715730.3,527927941.6
 01/19  07:00:00,3447723.886,128045704.5,591329579
 01/19  08:00:00,3937090.587,139954412.1,624123656.9
 01/19  09:00:00,4088690.654,142369673.4,640820654.6
 01/19  10:00:00,4918058.018,134426712.1,666917646.4
 01/19  11:00:00,5332807.618,113356358.5,675598230.6
 01/19  12:00:00,4983706.9,101470645.5,645922214.1
 01/19  13:00:00,5001075.652,99991221.52,637556081.9
 01/19  14:00:00,4974732.919,99395415.71,632484306.2
 01/19  15:00:00,4703527.932,98327401.26,618023611.8
 01/19  16:00:00,4246375.224,113693592.2,603460702.6
 01/19  17:00:00,4485692.596,152314902.8,611157542.5
 01/19  18:00:00,5288018.061,169985467.8,646158730
 01/19  19:00:00,6292958.259,179114039.8,680256285.5
 01/19  20:00:00,6634250.674,176619981.7,695255179.7
 01/19  21:00:00,6574303.566,175049395.5,690091350.2
 01/19  22:00:00,6665789.81,155697467.6,682803480.1
 01/19  23:00:00,6594312.069,130882496.5,680612309.4
 01/19  24:00:00,6569420.41,109955550.5,666156606.4
 01/20  01:00:00,6676224.903,97224379.4,659508574.8
 01/20  02:00:00,6609369.716,95042899.26,655122231.8
 01/20  03:00:00,6727325.047,94348660.45,659081326.3
 01/20  04:00:00,6567372.583,93486979.37,653496563.5
 01/20  05:00:00,6191540.824,100010968.9,639344917.7
 01/20  06:00:00,6055941.111,115762438.2,648689165.7
 01/20  07:00:00,5670585.014,133544325.8,685067309.2
 01/20  08:00:00,5363899.415,143508967.1,684258801.2
 01/20  09:00:00,5003649.354,144572045.2,677222542.3
 01/20  10:00:00,4908359.972,134356823.7,663553572
 01/20  11:00:00,5290432.079,109258683.2,668712460.2
 01/20  12:00:00,5523120.198,102561048.3,661663358.7
 01/20  13:00:00,6242689.179,102800997.4,683843832.6
 01/20  14:00:00,6400472.171,102687814.4,687596963.2
 01/20  15:00:00,6896909.466,103492410.5,706139014
 01/20  16:00:00,7147768.763,120609132.9,722052055.3
 01/20  17:00:00,7320546.534,159123458.8,728044282.6
 01/20  18:00:00,7922199.446,176366115.2,754663621.5
 01/20  19:00:00,8527204.347,184502235.7,771616480.9
 01/20  20:00:00,8455875.132,180913852.4,766778562.9
 01/20  21:00:00,8610394.964,179761607.8,768140492.9
 01/20  22:00:00,8446732.6,159785324.4,749832488.2
 01/20  23:00:00,7343388.57,132594739.4,707219923
 01/20  24:00:00,7517773.171,112094035.8,699827966.6
 01/21  01:00:00,7747220.622,99638648.39,697833678.3
